title,artist,album,isrc,isFound
Enter The Ninja,Die Antwoord,5 - EP,USUM71018399,1
Fatty Boom Boom,Die Antwoord,Ten$ion,USCJ81100748,1
Ms. Hill,Talib Kweli,Right About Now - The Official Sucka Free Cd,USKO10503357,1
Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),USJI10300400,1
The Seed (2.0),"The Roots, Cody Chesnutt",Phrenology (UK edition with 1 bonus track),USMC10201424,1
The OtherSide,"The Roots, Bilal Oliver, Greg Porn",Undun,USUM71117860,1
You Got Me,The Roots,Things Fall Apart,USMC19858697,1
Ready or Not,Fugees,The Score (Expanded Edition),USSM19600051,1
"No Woman, No Cry - (Edited) [Album Version]",Fugees,Greatest Hits,USSM10313541,1
Killing Me Softly With His Song,Fugees,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",USSM19600055,1
Fu-Gee-La,Fugees,The Score (Expanded Edition),USSM19600054,1
Writer's Block (DJ Premier Remix) (feat. Eminem),"Royce Da 5'9""",Gracie Productions Indie Hip Hop Anthems,USA371378576,1
When I'm Gone,Wiz Khalifa,Rolling Papers (Deluxe Version),USAT21100292,1
Thin Line (feat. Nelly Furtado) [feat. Nelly Furtado],Jurassic 5,Power In Numbers,USIR10211384,1
This Year,Cyne,Water For Mars,USCHQ0900190,1
Till I'm Gone (feat. Wiz Khalifa),"Tinie Tempah, Wiz Khalifa",Disc-Overy,GB7TP1100153,1
The Don,Nas,The Don (Explicit Version),USUM71203145,1
Get Em High (feat. Talib Kweli & Common),Kanye West,The College Dropout,USDJ20400010,1
Concrete Schoolyard,Jurassic 5,J 5 (Deluxe Edition),US2Q80800050,1
Work It Out,"Jurassic 5, Dave Matthews Band",Feedback,USUM70604504,1
Quality Control,Jurassic 5,Quality Control,USIR10000157,1
Whistle,Flo Rida,Wild Ones,USAT21201745,1
Drive By,Train,California 37,USSM11106876,1
Pony,Ginuwine,R&B: From Doo-Wop to Hip-Hop,USSM19605851,1
Motherlover,"The Lonely Island, Justin Timberlake",Turtleneck & Chain,USUM71105307,1
Cry Me a River,Justin Timberlake,Justified,USJI10200366,1
Rock Your Body,Justin Timberlake,Justified,USJI10200367,1
SexyBack,Justin Timberlake,FutureSex/LoveSounds,USJI10600269,1
What Goes Around... / ...Comes Around Interlude,Justin Timberlake,FutureSex / LoveSounds (Deluxe Version),USJI10600479,1
Ayo Technology (feat. Justin Timberlake & Timbaland),50 Cent,Curtis,USUM70735445,1
Cry Me A River (Dirty Vegas Vocal Mix),Justin Timberlake,"12"" Masters - The Essential Mixes",USJI10200417,1
Settler,Balmorhea,"All Is Wild, All Is Silent",US78L0910010,1
Settler,Balmorhea,Live at Sint-Elisabethkerk,US78L1162801,1
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg Wiz Khalifa,Mac and Devin Go to High School (Music from and Inspired By the Movie),USAT21102232,1
Black and Yellow,Wiz Khalifa,Rolling Papers,USAT21001800,1
Young Homie,Chris Rene,I'm Right Here,USSM11200224,1
Green Back Dollar,The Kingston Trio,Early Morning Rain,GBELT0809533,1
Predormitum (Prologue),Cunninlynguists,Oneirology,TCAAW1158467,1
The Gates,Cunninlynguists,A Piece of Strange,USEQ50610411,1
Hard As They Come (Act One) F. Freddie Gibbs,Cunninlynguists,Oneirology,TCAAW1158471,1
Sex To The Beat,Tech N9ne,Bad Season (Mixed By DJ Whoo Kid),USA2P1103746,1
Godflesh,Jedi Mind Tricks,A History Of Violence,USA560857476,1
Imperial Tyranny,"Jedi Mind Tricks, King Magnetic",Violence Begets Violence,USA371414939,1
The 4th Branch,Immortal Technique,Revolutionary Vol. 2,USA560444152,1
What's Happenin' (Album Version Explicit),Method Man,Tical 0: The Prequel,USDJ20400174,1
Don't Believe You (feat. Yukmouth & Pretty Black),"Rich Tycoon, Yukmouth, Pretty Black",The Stompilation,USBAE0900572,1
Gangsta,RICH Tycoon Aka Filthy RICH,Currency,,1
Get By,Talib Kweli,Rawkus Records - Best of Decade I 1995-2005 (Explicit Version),USRW50200462,1
I Wanna Get High,Cypress Hill,Black Sunday,USSM19303131,1
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,Planet Pit (Deluxe Version),USJAY1100032,1
One,Ghostface Killah,Supreme Clientele,USSM19805284,1
Dirty Acres,Cunninlynguists,Dirty Acres,USTCC1094682,1
Valley Of Death [Deluxe Edition],Cunninlynguists,Dirty Acres [Deluxe Edition],USTCC1094680,1
Kentucky (interlude),Cunninlynguists,Dirty Acres,USTCC1094684,1
Give Up Your Guns (Feat. Talib Kweli And Raekwon (Prod. By DJ Wich)),"Royce Da 5'9""",The Album,USFZH0801711,1
Writer's Block,"Royce Da 5'9"", Eminem",Success Is Certain,USA371251706,1
Electric Relaxation,A Tribe Called Quest,The Anthology,USJI19300020,1
Fok Julle Naaiers,Die Antwoord,Ten$ion,USCJ81100741,1
A Dream,"Common, will.i.am",Freedom Writers,USHR10622762,1
Ghetto Dreams - feat. Nas,Common,"The Dreamer, The Believer",USWB11103506,1
Buggin' Out,A Tribe Called Quest,The Low End Theory,USJI19100001,1
Jazz (We've Got),A Tribe Called Quest,The Low End Theory,USJI19100004,1
The Seed (2.0) featuring Cody Chestnutt (Radio Edit (Explicit)),The Roots,The Seed (2.0),USMC10300129,1
Make My,The Roots,Undun,USUM71116950,1
The Fire (feat. John Legend),The Roots,How I Got Over,USUM71016001,1
Fight The Power,Public Enemy,Power To The People And The Beats - Public Enemy's Greatest Hits,USDJ20200160,1
Self Destruction,Public Enemy,Best of Old School Hip-Hop,USCRP1101364,1
On & On,Erykah Badu,Baduizm,USUR19700556,1
Afro Blue,Robert Glasper Experiment,Black Radio,USBN21100478,1
The Healer,Erykah Badu,New Amerykah Part One (4th World War) [UK-AU-NZ-Japan Version],USUM70803602,1
"No Woman, No Cry",Fugees,The Score,USSM19600059,1
Mr Wendal (2002 - Remaster),Arrested Development,Classic Masters,USCH30100133,1
Tennessee,Arrested Development,Classic Masters: Arrested Development,USCH30100128,1
Baby's On Fire,Die Antwoord,Ten$Ion,USCJ81100739,1
Evolution Fight,Cyne,Evolution Fight,DEX700500030,1
Blue Sky,Common,"The Dreamer, The Believer",,1
"Hostile Gospel, Pt. 1 (Deliver Us)",Talib Kweli,Eardrum,USWB10702919,1
Make Her Say,Kid Cudi,Man On The Moon: The End Of Day (Int'l Version),USUM70982959,1
Feel Me (Intro),Big Boi,Sir Lucious Left Foot...The Son Of Chico Dusty,USUM71016331,1
"Take It to the Head (feat. Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne)",DJ Khaled,"Take It to the Head (feat. Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne) - Single",USCM51200323,1
Forest Whitiker,Brother Ali,Shadows On The Sun,USBWK0500120,1
Mind Won't Behave,Cunninlynguists,Sloppy Seconds Volume Two,USEQ50610320,1
Ain't Goin' No Where (feat. Chris Rene),RICH Tycoon Aka Filthy RICH,Currency,,1
Welcome to Jamrock,"Damian ""Jr. Gong"" Marley",Welcome to Jamrock - Single,USUM70502070,1
A Little Samba,Ugly Duckling,Journey To Anywhere,GBBKS0000313,1
I Won't Let It Die,Ugly Duckling,Audacity,US6881000186,1
Acid Raindrops,People Under The Stairs,Acid Raindrops,USOM80312401,1
Can't Hold It Back,People Under The Stairs,Highlighter,USQY51244538,1
"Mount Zion Medley (ft. Capleton, Jah Cure, LMS, Ras Shiloh, Bushman)",Morgan Heritage,Morgan Heritage Family & Friends Volume . 1,GBCMZ0373947,1
Crowd Pleasa,El Da Sensei,The Unusual,US6881000691,1
Shotgun,"Reks, Jon Connor",Shotgun,USA561123380,1
Wrong Side of the Tracks,Artifacts,Classic Hip-Hop,USCRP1101317,1
B-Boy Document 99,"The High  Mighty, Mos Def, Mad Skillz",Rawkus Presents Soundbombing II,USRW50200244,1
Walkin' In The Park With A 4-D,Ben Yomen,Headphones Hum And Spraycans Rattle,,1
Walkin' In The Park With A 4-D,Ben Yomen,Headphones Hum And Spraycans Rattle,,1
Loaner,Ben Yomen,Headphones Hum And Spraycans Rattle,,1
This Is Luv,Naledge (of Kidz In The Hall),Will Rap For Food,USLD90700224,1
Wheelz Fall Off (05 'Til),Naledge (of Kidz In The Hall),Will Rap For Food,USLD90700236,1
Nata Di Marzo,Pizzicato Five,Kids In The Hall Brain Candy,USMTD9618314,1
Rapid Fire - feat. Cella Dwellas,"Celph Titled, Buck Wild, Cella Dwellas",Nineteen Ninety More,USI4R1127990,1
Lawtown,Scientifik,Criminal,USFZH0600468,1
Jungles Of Da East,Scientifik,Criminal,USFZH0600470,1
Doin It,Perverted Monks,Afu-Ra Presents: Perverted Monks,USLD90801307,1
"The Rhythm (feat. Godfather Don, Juju of the Beatnuts, Lord Finesse & Fat Joe)",Bas Blasta,Dangerous,USI4R1121182,1
Intro,"H20, DJ Pocket, Dr. Taj Anwar",Stay in Your Lane,USGRP1010001,1
Just To Make A Buck,"DJ Pocket, Count Bass D, MF DOOM",My Claim To Fame,USGRP0610011,1
Keep It Thoro (Main),Prodigy of Mobb Deep,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",USLR50000488,1
Stuck On You,Prodigy,Return Of The Mac,USKO10700520,1
Sugar Hill,AZ,Doe Or Die,USEM39500162,1
Perfect Match,Cella Dwellas,Realms'N'Reality,USRC19503025,1
The W.W.K.Y.A. Tour (Substantial F. Efamm) (Remix) [Deluxe Edition],Substantial,Strange Journey Volume Two [Deluxe Edition],USTCZ0970590,1
"Close Your Eyes (f. Grieves, Geologic & Macklemore) [Deluxe Edition]",Cunninlynguists,Strange Journey Volume Two [Deluxe Edition],USTCZ0970653,1
What'll You Do?,Cunninlynguists,A Piece of Strange,USEQ50610415,1
Inhale (Interlude),Cunninlynguists,A Piece of Strange,USEQ50610407,1
Gotta Be A Way,"Looptroop Rockers, Cunninlynguists",Gotta Be A Way,SEVQI0801101,1
Beautiful Mind,Cormega,Legal Hustle,USKO10404339,1
What's Golden,Jurassic 5,Power In Numbers,USIR10211278,1
Eye On The Gold Chain,Ugly Duckling,Journey To Anywhere,GBBKS0000316,1
Journey to Anywhere,Ugly Duckling,Journey to Anywhere,GBBKS0000311,1
I Did It Like This,Ugly Duckling,Journey to Anywhere,GBBKS0000310,1
San Francisco Knights,People Under The Stairs,The Next Step,USOM80103308,1
Trippin' At The Disco,People Under The Stairs,Carried Away,USOM80938705,1
Turn All the Lights On (feat. Ne-Yo),T-Pain,Turn All the Lights On - EP,USRC11101041,1
They Call Me (interlude),Cunninlynguists,Dirty Acres,USTCC1094694,1
Hellfire,Cunninlynguists,A Piece of Strange,USEQ50610413,1
The Ballroom Blitz,Sweet,Sweet Best,GBARL7300027,1
Leaving the Past,Immortal Technique,Revolutionary Vol. 2,USA560444157,1
Lyckligare nu,Linnea Henriksson,50 Svenska sommarhits,SEBGA1200722,1
The Show (feat. Slick Rick),"Doug E. Fresh, Slick Rick",Doug E Fresh - The All Star Compilation,TCAAU1150741,1
Southbound,Blue Scholars,Joe Metro,TCABC1136174,1
Sunrise Sunset [Deluxe Edition],Cunninlynguists,Southernunderground [Deluxe Edition],USTCD1009237,1
Meat Grinder,MF DOOM,Madvillainy,US2S70465003,1
Pass The Popcorn,The Roots,Organix,USQGN0910059,1
The Park (f. Chizuko Yoshihiro) [Deluxe Edition],Cunninlynguists,Dirty Acres [Deluxe Edition],USTCC1094689,1
Enemies With Benefits F. Tonedeff,Cunninlynguists,Oneirology,TCAAW1158478,1
Love Ain't (f/ CunninLynguists) (Remix),Tonedeff,Underscore,USAHQ0610072,1
Beautiful Girl,Cunninlynguists,A Piece of Strange,USEQ50610406,1
Dreams F. Tunji & B.J. The Chicago Kid,Cunninlynguists,Oneirology,TCAAW1158480,1
Hits from the Bong,Cypress Hill,Black Sunday,USSM19303140,1
Sheila,Jamie T,Panic Prevention,GBAAA0600302,1
If You Got the Money,Jamie T,Panic Prevention,GBAAA0600599,1
Dry Your Eyes,The Streets,A Grand Don't Come for Free,GBFFS0400021,1
Witness (1 Hope),Roots Manuva,Run Come Save Me,GBCFB0101230,1
Hey Ya! (Radio Mix / Club Mix),Outkast,Speakerboxxx/The Love Below,USAR10300924,1
Action,Poison Clan,Poisonous Mentality,US4SC0500056,1
Starz In Their Eyes,Just Jack,Starz In Their Eyes,GBUM70601398,1
Night People,"Professional Losers, Lina Rafn",Night People,GBEFR0600760,1
U Don't Know Me,Armand van Helden,AOL Music DJ Sessions Mixed by Armand Van Helden,USA2P0504241,1
You Are A Tourist,Death Cab for Cutie,Codes and Keys,USAT21100467,1
Seven,Sunny Day Real Estate,Diary (2009 Edition),USSUB0984601,1
Say It Ain't So,Weezer,Weezer,USGF19962907,1
Island In the Sun,Weezer,Weezer (Green Album),USIR10110358,1
Stacy's Mom,Fountains of Wayne,Welcome Interstate Managers,USESC0300016,1
Mrs. Robinson (Remastered),The Lemonheads,It's a Shame About Ray (Expanded Edition),USAT20706785,1
It's A Shame About Ray,The Lemonheads,It's A Shame About Ray [Expanded Edition],USAT20706775,1
The Middle,Jimmy Eat World,Bleed American,USDW10110256,1
Zombieland,T Bone Burnett,The True False Identity,USSM10507226,1
Just Breathe,Pearl Jam,Backspacer,USA320900005,1
Lucky Now,Ryan Adams,Ashes & Fire,USCA21101758,1
Never Say Never,The Fray,The Collection,USSM10805070,1
Crash into Me,Dave Matthews Band,Crash,USRC19603151,1
Jumper,Third Eye Blind,Rhino Hi-Five: Third Eye Blind,USEE19701204,1
Father Of Mine,Everclear,So Much For The Afterglow,USCA29600298,1
How Far We've Come Matchbox Twenty,Matchbox Twenty,Exile On Mainstream,USAT21204052,0
Born Too Late,The Clarks,Between Now and Then,USTCZ0943400,1
Let's Stay Together (Tommy Vicari Remix),Big Mountain,Beyond the Charts 90's,USGI19700084,1
"Baby, I Love Your Way / Freebird",Will To Power,80s 100 Hits,USSM19802186,1
"Baby, I Love Your Way",Peter Frampton,True Power-Ballads / 3CD set,USUM70610138,1
Baby I Love Your Way,Peter Frampton,Peter Frampton,USRE40000006,1
Listen To The Music - Single Version,The Doobie Brothers,Rhino Hi-Five: The Doobie Brothers [Vol. 2],USWB10103732,1
Sloe Gin (Live),Joe Bonamassa,Joe Bonamassa Live from the Royal Albert Hall,USMH50900038,1
Pride and Joy,Stevie Ray Vaughan and Double Trouble,Texas Flood,USSM18300418,1
Mary Had A Little Lamb,Stevie Ray Vaughan,The Essential Stevie Ray Vaughan & Double Trouble,USSM18300423,1
There Is a Light That Never Goes Out,The Smiths,(500) Days of Summer (Music from the Motion Picture),GBAHT8703292,1
This Charming Man (2008 Remastered Version),The Smiths,The Sound Of The Smiths [Deluxe Edition],GBCRL0800302,1
Boys Don't Cry,The Cure,Greatest Hits,GBALB7800001,1
First Of The Gang To Die - Remastered,Morrissey,Morrissey Greatest Hits,GBBBA0742510,1
Common People (Full Length Version),Pulp,Different Class,GBAAN9500078,1
Hakuna Matata,Jan Rippe,The Lion King: Special Edition Original Soundtrack (Swedish Version),USWD10524351,1
Känn En Doft Av Kärleken,Kayo Shekoni,Disney En Magisk Värld (The Magic of Disney),USWD10524352,1
En Värld Full Av Liv,Meta Roos,Disney En Magisk Värld (The Magic of Disney),USWD10524348,1
Snart Är Det Jag Som Är Kung,Mariam Walentin,Disney En Magisk Värld (The Magic of Disney),USWD10524349,1
Chaka Demus,Jamie T,Kings & Queens,GBAAA0900753,1
Writer's Block,Just Jack,Overtones,USTV10700945,1
Billie Jean,Michael Jackson,Thriller 25 (Super Deluxe Edition),USSM19902991,1
Beat It,Michael Jackson,Thriller,USSM19902990,1
Man in the Mirror (Remastered Version),Michael Jackson,Michael Jackson's This Is It,USSM10905828,1
Zero,The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,USVI29500051,1
Hate It Or Love It (feat. 50 Cent),The Game,The Documentary,USIR10401121,1
How We Do,The Game,Hits Of The Decade 2000-2009,USIR10400834,1
Pretty Thug,Prodigy,H.N.I.C. 3,QMTRG1200045,1
Air Conditioning [Revisited],Public Enemy,B-SIDE Wins Again Vol. 2.,TCAAX1128442,1
The Second Track,People Under The Stairs,Highlighter,USQY51244537,1
Tell Me How Come,Morgan Heritage,Live.....Another Rockaz Moment,USVPR0612047,1
It Was Written,Damian Junior Gong Marley,Halfway Tree,USMO10110787,1
Good For The World (ft Sizzla),Sizzla,Good For The World (ft Sizzla),SEVQU1200302,1
12/12,General Knas,12/12,SEVQU1101401,1
Smoke Weed Everyday,Anthony B,Higher Meditation,GBBZV0652375,1
Beat Dem Bad,"Anthony B, Konshens",Beat Dem Bad,ATI211104301,1
Life's A Bitch - Feat. Az,Nas,Soul Ultimate experience Vol 1,FR5R00900823,1
We'll Be Coming Back - Killsonik Remix,Calvin Harris feat. Example,We'll Be Coming Back,GBARL1200645,1
All Caps,"Madvillain, Madlib MF DOOM",Madvillainy,US2S70465020,1
Remember Who You Are,"Eligh, The Grouch, Living Legends","Legendary Music, Vol. 1",US22E0606011,1
Purple Kush,"Sunspot Jonz, Living Legends","Legendary Music, Vol. 1",US22E0606005,1
Take It To The Hole,"LMFAO, Busta Rhymes",Sorry For Party Rocking,USUM71108093,1
Back Like That,Ghostface Killah,Fishscale,USUM70507576,1
Public Enemy No. 1,Public Enemy,Classic Hip-Hop,USCRP1101324,1
Fight The Power (From the Film Jarhead),Public Enemy,Do You Wanna Go Our Way ??? Vol.One,TCAAX1128547,1
Let's Get Dirty (I Can't Get In Da Club),"Redman, DJ Kool",Malpractice,USDJ20110180,1
Say Goodnight,REKS,Grey Hairs,USFZH0801212,1
25th Hour (Prod. by DJ Premier),REKS,Rhythmatic Eternal King Supreme,US4UZ1110023,1
This Or That (Prod. by Statik Selektah),Reks,Rhythmatic Eternal King Supreme,US4UZ1110027,1
Madness,Deltron 3030,Deltron 3030,US25T0892643,1
WhatUWanna (feat. Blu),Dela,Translation Lost,TCABF1203963,1
One Step Forward - Originally Performed By Desert Rose Band,The Country Dance Kings,"The Greatest Country Group Songs, Vol. 1",NLG620408794,1
One Step Forward,"Max Romeo, The Upsetters",War Ina Babylon,USIR27600020,1
There's a Hole in the Bottom of the Sea,Danny Kaye,There's a Hole in the Bottom of the Sea,GBSUW0707813,1
There's a Hole in the Bottom of the Sea,The Countdown Kids,150 Fun Songs For Kids ,CAM460433772,1
The Hole in the Bottom of the Sea,Richard Dyer-Bennet,Richard Dyer-Bennet with Young People in Mind,USSF10005316,1
A Fifth Of Beethoven (2007 Remastered Saturday Night Fever Version) (2007 Remastered Saturday Night Fever LP Version),Walter Murphy,Saturday Night Fever [The Original Movie Soundtrack],USRH10721062,1
More Than A Woman - 2007 Remastered Version Saturday Night Fever,Tavares,Saturday Night Fever [The Original Movie Soundtrack],USRH10721063,1
Panta Nå Mera,Rally,Rally 2,SEMDA9861170,1
Ugly girls,Kalle Baah,30 - en samling,SEXAL0700202,1
Mikaela,Damas Gratis,Solo Para Entendidos,ARG991000221,1
Turn Me On,Kevin Lyttle,Turn Me On - Single,USAT20400415,1
Turn Me On (Michael Calfan Remix),David Guetta,Turn Me On (feat. Nicki Minaj) (Remixes),GB28K1100184,1
Kill,Jimmy Eat World,Music From The WB Television Series One Tree Hill,USDW10400937,1
Slam [Live At Brixton Academy],Pendulum,Live At Brixton Academy,GBAHT0900251,1
19-2000 [Soulchild Remix],Gorillaz,Gorillaz,GBAYE0100564,1
You Learn,Takida,The Burning Heart,SEVST1105013,1
Tarzan Boy,Baltimora,Living in the Background,ITD008500001,1
You'll Be In My Heart,Phil Collins,Tarzan Original Soundtrack,USWD10110146,1
Tarzan Boy,Baltimora,Lost Hits Of The 80's (All Original Artists & Versions),ITD008500035,1
Two Worlds,Phil Collins,The Singles (Expanded),USWD10423140,1
Son of Man,Phil Collins,Tarzan,USWD10210158,1
Can You Feel the Love Tonight,Elton John,The Lion King,USWD10220758,1
The Lion King: The Circle of Life,Hans Zimmer,The Lion King [Original Motion Picture Soundtrack],USWD10220440,1
Voodoo Child (Starring Afu Ra) [Dj Premier Remix],DJ Cam,Soulshine,FRR660100032,1
Voodoo Child (Starring Afu Ra) [Dj Premier Remix],DJ Cam,Soulshine,FRR660100032,1
Break Us Apart,Stephen Marley,Revelation Part 1: The Root Of Life,USUM71105948,1
Never Fallin',Living Legends,Classic,US3D70505207,1
The Format,AZ,The Format (Special Edition),USFZH0701074,1
Evil Doers Beware,"Last Emperor, MC Exposition",Mass Movementz,USFZH0900182,1
Here We Come,Boot Camp Clik,The Last Stand,USI4R0602723,1
What's Poppin,Boot Camp Clik,CollectDISEdition,USI4R0508615,1
Bucktown,Smif-N-Wessun,Dah Shinin',USNRS0020150,1
Sound Bwoy Bureill,Smif-N-Wessun,Dah Shinin',USNRS0020156,1
Nocturnal Rainbows,Hopsin,Raw,TCAAS1072402,1
Sag My Pants,Hopsin,Raw,TCAAS1072395,1
Marijuana,Yelawolf,Trunk Muzik 0-60,USUM71026122,1
Ante Up (Robbin Hoodz Theory),M.O.P.,"B2K Presents ""You Got Served"" Soundtrack",USLR50000533,1
Beijos ft. Heidi Vogel,DJ Vadim,U Can't Lurn Imaginashun,GBEQT0901178,1
Terrorist,"DJ Vadim, Motion Man",USSR:Life From The Other Side,GBCFB0408238,1
Variations in USSR - DJ Krush remix,DJ Vadim,USSR Reconstruction,GBCFB9807009,1
Black is the Night,DJ Vadim,Hotel Paris - Deluxe Parisian Grooves ( Classic Sounds from the World Famous Hotel ),GBKTX1003044,1
Sound of Da Police,KRS-One,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",USJI10900782,1
Electric Tookie,People Under The Stairs,Highlighter,USQY51244547,1
Get Out The Way (Feat. Bun B & Corey Mo),Statik Selektah,Stick 2 The Script,USFZH0801606,1
2020,SOL,Yours Truly,TCABD1250509,1
Miss Lady,Cunninlynguists,Sloppy Seconds Volume Two,USEQ50610316,1
Spark My Soul (feat. Substantial),"Inverse, Substantial",So True EP,USAHQ0910107,1
Rise and Shine,Inverse,So True EP,USAHQ0910104,1
Snowgoons Dynasty Pt. 2,Snowgoons,Snowgoons Dynasty,USA2P1202754,1
Leflaur Leflah Eshkoshka,"Da Rockness Monstas, Heltah Skeltah, O.G.C., Illa Noyz, Louieville Sluggah, The Representativz Vinia Mojica",Nocturnal,USPO10700186,1
Gunn Clapp,O.G.C.,Da Storm,USPO10600020,1
Doppel Gospel,The Doppelgangaz,Lone Sharks,TCAAY1182243,1
Carnival of Souls (feat. Demoz),Jedi Mind Tricks,Violence Begets Violence,USA371414943,1
Jello,C-Rayz Walz,Definitive Jux Presents 3,USA4T0407612,1
Bent Life,Aesop Rock,Labor Days,USA4T0401311,1
In Your Soul (Feat. Slug Of Atmosphere & Samuel & Sum In 16),C-Rayz Walz,Who The F%@k Are You?,USFZH0900057,1
Thor's Hammer feat. Raekwon and Vordul Mega,Vast Aire,OX 2010: A Street Odyssey,US6881000647,1
Da Supafriendz,Vast Aire,Look Mom... No Hands,USA2P0503335,1
Final Frontier (Remix),"RJD2, Blueprint, Aesop Rock, Vast Aire, Murs","Bucket Of B-Sides, Vol. 1",USA4T0512511,1
Iconoclasts (Syndaesia & Aks Remix),Wu-Tang Clan,"Wu-Tang Meets The Indie Culture, Vol. 2: Enter The Dubstep",USA2P1177712,1
I Won't Back Down,Johnny Cash,American III: Solitary Man,USSM10014898,1
MC's Act Like They Don't Know,KRS-One,KRS-One,USJI18800016,1
Mad Instinct,Mad Hatter,"Israel Connection, Vol. 1",DEBL60878440,1
Poppa Large,Kool Keith,Official Space Tape,FR6V80417441,1
Young Ladies,"Guru, DJ Sean-ski, Big Shug, Kenny Garrett, Reuben Wilson, Brian Holt, Patra, Kool Keith",Jazzmatazz Volume II: The New Reality,USVI29501063,1
DDT,"Jurassic 5, Kool Keith",Power In Numbers,USIR10211374,1
Pressure Up,"Roc Marciano, Kool Keith, LUV NY",LUV NY,FR5R00901884,1
Blue Flowers,Dr. Octagon,Dr. Octagonecologyst,GBAQH9600200,1
Ego Trippin' (Original 12 Version),Ultramagnetic MC's,Critical Beatdown,NLA320420794,1
Talkin' All That Jazz - Dim's Radio Edit,Stetsasonic,In Full Gear,USTB10100629,1
Talkin' All That Jazz,Stetsasonic,In Full Gear,USTB10100622,1
DBC Let The Music Play,Stetsasonic,In Full Gear,USTB10100611,1
Sally,Stetsasonic,In Full Gear,USTB10100621,1
Paid in Full,Eric B. Rakim,Paid In Full,USIR28700020,1
Who Got Gunz (Feat. Fat Joe & M.O.P.),Gang Starr,The Ownerz,USVI20300097,1
Ante Up (Robbin Hoodz Theory),M.O.P.,Warriorz,USLR50000417,1
Edie Brikell,"DJ Vadim, Slug",USSR: The Art of Listening,GBCFB0201996,1
No Jumper Cables (DJ paWL remix),Aesop Rock,Definitive Jux Presents 3,USA4T0407614,1
And So,Boot Camp Clik,The Chosen Few,US6YF0900082,1
B.A.P.,"DJ Premier, Bumpy Knuckles",KoleXXXion,USA371508507,1
My Thoughts,DJ Premier,KoleXXXion,USA371663283,1
Mammas gata,"Promoe, Timbuktu, Andreas Grega, Supreme",Kråksången,SEVLE0900107,1
You Are My Enemy,Hopsin,Raw,TCAAS1072396,1
Medical Aid,The Perceptionists,Definitive Jux Presents 3,USA4T0407604,1
Clean Living,RJD2,Definitive Jux Presents III,USA4T0407616,1
Oxycontin Pt. 2,"El-P, Cage",Definitive Jux Presents 3,USA4T0407613,1
Take No Chances,Hangar 18,Definitive Jux Presents 3,USA4T0407615,1
Oh Hail No,"Mr. Muthafuckin' eXquire, El-P, Danny Brown",Cancer 4 Cure,USFP71227005,1
Drones over Bklyn,EL-P,Cancer 4 Cure,USFP71227004,1
Still Grimey,U-God,Wu-tang Meets The Indie Culture,US36T0521204,1
Saviorself,Jedi Mind Tricks,Legacy Of Blood,US36T0403305,1
4th Chamber,"GZA, RZA, Ghostface Killah, Killah Priest",Liquid Swords,USGF19581313,1
Deliverance - Perseverance Mix,Mad Hatter 2.0,Deliverance,USA2P1021928,1
Now I Know,Stephen Marley,Revelation Part 1: The Root Of Life,USUM71105957,1
Suga Sista,Rahzel,Make The Music 2000,USMC19959043,1
Super Dee Jay,Rahzel,Make The Music 2000,USMC19959032,1
I Know What Ya Sayin',Rahzel,Make The Music 2000,USMC19959035,1
To the Beat,Rahzel,Make The Music 2000,USMC19959039,1
Wu Tang Live Interlude,Rahzel,Make The Music 2000,USMC19959040,1
Steal My Soul,"Rahzel, Meshell Ndegeocello",Make The Music 2000,USMC19959041,1
For The Ladies - Interlude,Rahzel,Make The Music 2000,USMC19959042,1
360 Donna (Original Mix),Gnucci,360 Donna,SEBGA1200766,1
Oh My Goodness!,Gnucci,Oh My Goodness !,SEBGA1200812,1
Fort Europa,Looptroop Rockers,Fort Europa,SEVHC0501020,1
Can You Imagine,Prop Dylan,A Garbage Pail Kid,CH6540809368,1
Tour Stories,Souls Of Mischief,Montezuma's Revenge,US28M0910004,1
Jump Around,House of Pain,House of Pain (Fine Malt Lyrics),USTB10300119,1
Top O' the Morning to Ya,House Of Pain,House of Pain (Fine Malt Lyrics),USTB10300447,1
Red Indians,Felt,The Splendour of Fear (Remastered Edition),GBBLY8100014,1
It's a Shame,Jazz Addixx,Oxygen,USHM20587224,1
Chill,Jazz Addixx,Oxygen,USHM20587211,1
Rain of Crystal Spires,Felt,Forever Breathes the Lonely Word: Remastered Edition,GBBLY0607436,1
The Saga Remix,Cormega,Special Edition - Realness & True Meaning,USKO10407443,1
Verses Of The Bleeding,Jedi Mind Tricks,Legacy Of Blood,US36T0403309,1
Street Reppin,C-Rayz Walz,Year Of The Beast,USA4T0511406,1
