title,artist,album,isrc,isFound
"Bad and Boujee (feat. Lil Uzi Vert)",Migos,Culture,QMCE31600796,1
JUNKY,BROCKHAMPTON,JUNKY,USUYG1155594,1
"Liquor Sto'",EARTHGANG,"Strays with Rabies",USUYG1082896,1
"Bird Is The Word","Ski Mask The Slump God","You Will Regret",USUM71706986,1
REALiTi,Grimes,"Art Angels",GBAFL1500152,1
Pothole,"Tyler, The Creator","Flower Boy",USQX91701277,1
"Garden Shed","Tyler, The Creator","Flower Boy",USQX91701278,1
Boredom,"Tyler, The Creator","Flower Boy",USQX91701279,1
JustLikeMyPiss,"Ski Mask The Slump God, MadeinTYO","You Will Regret (Reloaded)",USUM71706985,1
"I Ain't Got Time!","Tyler, The Creator","Flower Boy",USQX91701280,1
"See You Again","Tyler, The Creator","Flower Boy",USQX91701275,1
"Where This Flower Blooms","Tyler, The Creator","Flower Boy",USQX91701273,1
Wings,"Vic Mensa, Pharrell Williams, Saul Williams","The Autobiography",QMJMT1701288,1
"Eyes Wide Open","The Underachievers",Renaissance,USQY51729928,1
"Tunnel Vision","Kodak Black","Tunnel Vision - Single",USAT21700379,1
"Too Many Years (feat. PnB Rock)","Kodak Black","Lil Big Pac",USUYG1104623,1
"No Flockin","Kodak Black","No Flockin - Single",USAT21503800,1
"Patty Cake","Kodak Black","Painting Pictures",USAT21700704,1
"Dead Beat","Yung Simmie","Basement Musik 3",TCACS1667477,1
"Blakkst Skn","Rejjie Snow","Blakkst Skn",USLGZ1500098,1
"Pieces Of A Dream",AKTHESAVIOR,"Blessings In The Grey 2 (Mixtape)",QMEU31615648,1
"Bring Em Out (feat. Flatbush Zombies)","Bodega Bamz","Sidewalk Exec",US6YF1500008,1
"The Evil Has Landed","Queens of the Stone Age",Villains,USMTD1709783,1
"The Way You Used to Do","Queens of the Stone Age",Villains,USMTD1709778,1
"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire - Album Version (With Interlude)","Queens of the Stone Age","Songs For The Deaf",USIR10211009,1
"Lincoln Way Nights (Shop)",Stalley,"Lincoln Way Nights",QM6MZ1780688,1
"20 Wave Caps","Earl Sweatshirt",Doris,USQX91301329,1
Revelations,"The Underachievers",Indigoism,USA2P1327564,1
"Heaven On Earth","Vic Mensa, The Dream","The Autobiography",QMJMT1701274,1
"Plight of A Man (feat. Looselyric)",Chuuwee,Purgator,USLD91703428,1
"Fukin' Great",Chuuwee,"Amerikkas Most Blunted",USDHM1404436,1
Grazing,Chuuwee,Purgator,USLD91703429,1
"May I","Chuuwee, Trizz","AmeriKKa's Most Blunted 2",USLD90814177,1
Vibe,"Mick Jenkins","The Water[s]",QMKSC1400020,1
Simba,EARTHGANG,"Strays With Rabies",USUYG1082904,1
"Bitchxs Tumbl",EARTHGANG,"Shallow Graves For Toys",USUYG1048225,1
Machete,EARTHGANG,"Shallow Graves For Toys",USUYG1048234,1
"Master Peewee","PeeWee LongWay","Longway Sinatra",USUYG1116248,1
GUMMY,BROCKHAMPTON,GUMMY,USUYG1153566,1
"Gods Honest (feat. Joell Ortiz)","Bodega Bamz","Sidewalk Exec",US6YF1500010,1
El-Rey,"Bodega Bamz","Sidewalk Exec",US6YF1400057,1
"Invoice (feat. Aston Matthews)","Bodega Bamz","Sidewalk Exec",US6YF1500013,1
"Raw Deal","Bodega Bamz","Sidewalk Exec",US6YF1500014,1
"Killa (feat. Lil Eto)","Bodega Bamz","Sidewalk Exec",US6YF1500015,1
"Billy Bats","Bodega Bamz","Sidewalk Exec",US6YF1500016,1
"Everybody Eats (Interlude)","Bodega Bamz","Sidewalk Exec",US6YF1500017,1
"I'm Ready (feat. A$AP Yams)","Bodega Bamz","Sidewalk Exec",US6YF1500018,1
"Down These Mean Streets","Bodega Bamz","Sidewalk Exec",US6YF1500007,1
"Woopty Woop Blahzay Blah","Bodega Bamz","Sidewalk Exec",US6YF1500009,1
"Mine Real (feat. Da$h)","Bodega Bamz","Mine Real (feat. Da$h) - Single",USA2P1294879,1
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock","The Fate of the Furious: The Album",USAT21700490,1
"Built My Legacy (feat. Offset)","Kodak Black","Project Baby 2",USAT21703146,1
"Get The Bag","A$AP Mob","Cozy Tapes Vol. 2: Too Cozy",USRC11702065,1
Bahamas,"A$AP Mob","Cozy Tapes Vol. 2: Too Cozy",USRC11702067,1
"Principal Daryl Choad (Skit)","A$AP Mob","Cozy Tapes Vol. 2: Too Cozy",USRC11702069,1
"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)","A$AP Mob","Cozy Tapes Vol. 2: Too Cozy",USRC11702071,1
"FYBR (First Year Being Rich)","A$AP Mob","Cozy Tapes Vol. 2: Too Cozy",USRC11702073,1
"Feels So Good","A$AP Mob, A$AP Ferg, A$AP Nast, A$AP Rocky, A$AP Twelvyy","Cozy Tapes Vol. 2: Too Cozy",USRC11702027,1
"Vice City (feat. Black Hippy)","Jay Rock",90059,TCACH1591450,1
Keisha,"Dave East","Kairi Chanel",QM8RL1400366,1
"Hot Shots Part Deux","Action Bronson, Riff Raff Sodmg & Dana Coppafeel","Hot Shots Part Deux",USF6A1000060,1
"FOR MY PEOPLE","Joey Bada$$","ALL-AMERIKKKAN BADA$$",QMKSC1700041,1
"Good Knight (feat. Joey Bada$$, Flatbush Zombies & Dizzy Wright)","Kirk Knight","Good Knight (feat. Joey Bada$$, Flatbush Zombies & Dizzy Wright)",QMKSC1500058,1
"Whoa [Explicit Version]","Earl Sweatshirt",Doris,USQX91300249,1
"LCD (Liquid Crystal Disease)",Vektor,"Terminal Redux",GBBPB1605731,1
"Daydreamin' (feat. Jill Scott)","Lupe Fiasco","Daydreamin' (feat. Jill Scott)",USAT20616187,1
"Dopamine Lit (intro)","Lupe Fiasco","DROGAS Light",US5KD1600003,1
"High (interlude)","Lupe Fiasco","DROGAS Light",US5KD1600009,1
"Dance Hall Days","Wang Chung","Points On The Curve",USGF18400401,1
"People Say (feat. Redman)","Wu-Tang Clan","The Saga Continues",USKO11700778,1
"Gucci Gang","Lil Pump","Lil Pump",USWB11701486,1
"Plain Jane","A$AP Ferg","Still Striving",USRC11701803,1
Foreign,"City Fidelia",FreeDumb,TCACP1619773,1
"A Hunnit",Peezy,"Mud Muzic 2 Reloaded",TCACD1577224,1
"Flowers and You","Touché Amoré","Stage Four (Deluxe Edition)",USEP41614001,1
"Sticks and Stones","Nelly Furtado","The Ride",CAYN41500038,1
"Killing Birds with Stones",Intronaut,"Habitual Levitations: Instilling Words with Tones",US4E41301701,1
"Flex (feat. Leven Kali)","Playboi Carti","Playboi Carti",USUM71703106,1
"Gunsmoke (feat. Denzel Curry, Nell, J.K. The Reaper & Twelve'len)","Promnite, Denzel Curry, Nell, J.K. The Reaper, Twelve'len","Gunsmoke (feat. Denzel Curry, Nell, J.K. The Reaper & Twelve'len)",QMSDU1600310,1
Palace,BROCKHAMPTON,"All-American Trash",USUYG1098569,1
"Bring on the Night","The Police","Reggatta De Blanc",GBAAM0201173,1
"Bring Them All / Holy Grime (feat. Devlin)",Wiley,Godfather,UKGSD1600002,1
"Snapback 90′S Nigga (Rare) [R.I.P. Eazy E! Bring Back the 90′S]",SpaceGhostPurrp,"Nasa Gang (Remastered)",TCACA1409702,1
"Bring on the Dancing Horses","Echo the Bunnymen","Songs to Learn & Sing",GBAHT0200124,1
"Jimmy Brown (Early Version of Bring On The Dancing Horses)","Echo & the Bunnymen","Echo & the Bunnymen",GBAHT0300156,1
"Barry Moves","Allan Rayman","Hotel Allan",CADE70902915,1
"Ttyl (Remix) [feat. Pouya, $Uicideboy$, Sir Michael Rocks & Robb Bank$]","Fat Nick","When the Lean Runs Out",TCACO1693956,1
730,"Young Thug","Rich Homie Gang - Hood Lifestyle",QM6MZ1467193,1
"That's Right - Explicit Album Version","Three 6 Mafia, Akon","Last 2 Walk",USSM10801761,1
Shaded,Da$H,Shaded,TCACL1660334,1
"The Burden","Weeping Willows","Fear & Love",SEWAM0700101,1
"Sunny Earth",Vangelis,Earth,GBUM70601269,1
Gorilla,"Clams Casino",Rainforest,GBCW31200035,1
Child,"Mando Diao",Ælita,SEYBD1300117,1
"Game For A Lame","Mike Will Made It",Ransom,USUYG1058654,1
XXX,WELL$,"The Way I'm Living Makes My Mom Nervous",USA2P1699875,1
"Next Cycle","Gards From Kc","Project Mooncircle 10th Anniversary Compilation",DEQ121214784,1
Minors,"Toro y Moi","Causers of This",FR4GL1102290,1
Rosé,WELL$,Rosé,USQY51735542,1
"Young Man","WELL$, Sylvan Esso","Young Man",USA2P1686624,1
"03 Malibu (feat. Kali)","Marcellus Juvann","03 Malibu (feat. Kali) - Single",USA2P1549665,1
"Do The Right Thing (Prod by Troublemakka)","Marcellus Juvann","The Fall",SEYOK1546928,1
Movie,"Mike Floss","Don't Blame the Youth",QM2PV1544418,1
"Dopeboy Dreaming","Mike Floss","Dopeboy Dreaming",UST8K1567800,1
"No Limit","Mike Floss, ForteBowie","Don't Blame the Youth",QM2PV1544416,1
"Carrot Cake","Mike Floss","Don't Blame the Youth",QM2PV1544417,1
Bonita,"Mike Floss","Don't Blame the Youth",QM2PV1544419,1
"Holy Ghost","Mike Floss","Holy Ghost",UST8K1648265,1
"Ghost Bellows",Kwala,"Project Mooncircle 10th Anniversary Compilation",DEQ121214798,1
"Young Dumb & Broke",Khalid,"American Teen",USRC11700144,1
"Silence (feat. Khalid)",Marshmello,"Silence (feat. Khalid) - Single",USRC11701901,1
Location,Khalid,"American Teen",TCACO1662934,1
Saved,Khalid,"American Teen",USRC11602481,1
8TEEN,Khalid,"American Teen",USRC11700146,1
"Why Don’t You Come On (ft. Khalid and Empress Of)","DJDS, Khalid, Empress Of","Big Wave More Fire",USC4R1702217,1
Tennessee,"Allan Rayman","Hotel Allan",CADE70902920,1
Graceland,"Allan Rayman","Hotel Allan",CADE70902916,1
"Binaural Beats (REM Sleep)","Binaural Beats Sleep","Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",USQY51617303,1
"Binaural Beats (Sleep Aid)","Binaural Beats Sleep","Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",USQY51617302,1
"Binaural Beats","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249498,1
"Binaural Beats (Deep Sleep)","Binaural Beats Sleep","Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",USQY51617300,1
"So Many Details","Toro y Moi","Anything in Return",FR4GL1104561,1
"Fat Hoes (feat. SDot Braddy, Germ & $uicideBoy$)",Pouya,"Underground Underdog",TCACN1651909,1
"Live Long","Kings of Convenience","Riot on an Empty Street",GBDCG0400014,1
Pronto,"Freddie Gibbs","Pronto - EP",USUYG1065306,1
Careless,"Freddie Gibbs","Shadow of a Doubt",USUYG1083054,1
"Dear Maria","Freddie Gibbs","You Only Live 2wice",USUYG1132580,1
"20 Karat Jesus","Freddie Gibbs","You Only Live 2wice",USUYG1132577,1
"Fetti (feat. Da$H, Maxo Kream)","Playboi Carti","In Abundance",FR5R00906268,1
Fetti,"Curren$y, Freddie Gibbs","The Alchemist & Oh No Present Welcome to Los Santos",QM8RL1400097,1
Amnesia,"Freddie Gibbs","You Only Live 2wice",USUYG1132581,1
"Tell a Friend (feat. Curren$y)","Freddie Gibbs","Baby Face Killa",USUYG1021070,1
Alexys,"Freddie Gibbs","You Only Live 2wice",USUYG1132578,1
"Follow the Leader",Foxygen,"Follow the Leader",US38Y1730101,1
"Canal St. (feat. Bones)","A$AP Rocky",AT.LONG.LAST.A$AP,USRC11500785,1
"Make You Mine","Mando Diao","Aelita (Bonus Version)",SEYBD1300119,1
"Leap Your Bar","John Frusciante",Curtains,USRC20400108,1
Braile,Ab-Soul,"Do What Thou Wilt.",TCACU1631310,1
"Beat It Up","Rich Homie Quan","No Pen No Pad",QM6MZ1467195,1
"The Eastside (feat. Cashalot Kirby)","Ku-Laid Thee Entertainer, Cashalot Kirby","The Drive Thru",TCACU1609555,1
"Rain, Rain","Grip Grand",E.S.A.E.,QZ4JJ1784981,1
"So Far Away",Lazerhawk,Visitors,USQY51243479,1
"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)","Young Thug",JEFFERY,USAT21602476,1
"Friday the 13th",$uicideBoy$,Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,TCACR1678248,1
"Murda Klan","Lord Infamous, Twisted Insane, Koopsta Knicca, Renizance",Anarchy,USHM81611366,1
"Till I Die","K CAMP, T.I.","Only Way Is Up",USUM71510748,1
"Nightcrawler (feat. Method Man)",CZARFACE,"Every Hero Needs a Villain",QM6MZ1508067,1
"Possessing The Angels",Soilwork,"The Chainheart Machine",FR6V89900380,1
"To Be A Ghost...","Jeff Rosenstock",WORRY.,USA6G1664206,1
"Scrubs (feat. Shakewell)",Pouya,"Underground Underdog",TCACN1651915,1
"Wolves (Live at St. Pancras Church)",Phosphorescent,"Muchacho De Lujo (Deluxe Edition)",USJ5G1338720,1
"Little Wing","The Jimi Hendrix Experience","Axis: Bold As Love",USQX90900757,1
"Touch Me","Weeping Willows","Into the Light",SEBIA0127010,1
"Look Mama I Did It","Injury Reserve",Floss,TCACU1608303,1
"Audrey's Dance","Xiu Xiu","Plays the Music of Twin Peaks",GBBRP1654303,1
"Get Away","Yelawolf, Shawty Fatt, Mystikal","Radioactive (Explicit Version)",USUM71117258,1
Just,Ka,"Honor Killed the Samurai",TCACQ1683135,1
"Best Friend","Yelawolf, Eminem","Love Story",USUM71502773,1
"Beautiful Ass Day","Eazy El Loco","A Beautiful Ass Day",CACWV1738190,1
Eventually,"Tame Impala",Currents,AUUM71500296,1
"Trees of the Valley","Night Lovell","Concept Vague",QM4DW1765888,1
"Good Night","Denzel Curry",Imperial,USC4R1602014,1
"Odd Look",Kavinsky,"Odd Look",FRS711200260,1
"Big On Big",Migos,Culture,QMCE31600877,1
Splash!,"Larry League","Dirty Dingy",USUYG1141470,1
Ten,"Adamn Killa","Back 2 Ballin",SE5AJ1600221,1
"Friday (Strip Club)",SpaceGhostPurrp,"Nasa Gang (Remastered)",TCACA1409701,1
"Crunch Time","Azizi Gibson","Ghost in the Shell",TCACT1692705,1
"Lost in the World","Kanye West","My Beautiful Dark Twisted Fantasy",USUM71027315,1
"Gangster Shit","Young Thug","Gangster Shit",USAT21601769,1
"S. A. D.","Kirin J Callinan",Bravado,AUUM71700051,1
"Kick, Push","Lupe Fiasco","Lupe Fiasco's Food & Liquor",USAT20610039,1
"First Blood",Necro,Die!,USZXT1028419,1
"S on Ya Chest","Injury Reserve",Floss,TCACU1608290,1
"Lonely Road","Doctor Flake",Acchordance,FR6V82154164,1
"Just the Beginning",SD,"Just the Beginning",US7SR1500080,1
"Where Do We Go",Solange,"A Seat at the Table",USSM11607814,1
"Otherhood Blood","Laid 2 Rest","Unmatched Dominance",USHM21502357,1
"I Am The Black Wizards",Emperor,"Best Death Metal Bands",GBADD0403007,1
"Missed Calls",EarthGang,"Strays with Rabies",USUYG1082894,1
"Flood Watch","Juicy J, Offset","Flood Watch",USSM11610483,1
"My Old Man","Mac DeMarco","This Old Dog",QMMZN1701298,1
"For the First Time","Mac DeMarco","This Old Dog",QMMZN1701301,1
"World Go Crazy",Two-9,B4FRVR,USUYG1072999,1
Invincible,"Pat Benatar","Best Shots",USCH38500007,1
Geronimo,SahBabii,S.A.N.D.A.S.,USWB11700859,1
"U Mad","Jonah Cruzz","Ordinary Nigga",TCACC1484468,1
"Larry Hughes (feat. Retro Su$h! & LightSkinMac11)",Two-9,FRVR,USUM71700753,1
"Best Friend","Young Thug","Best Friend",USAT21503842,1
"How Would You Feel?","Derek Wise","How Would You Feel?",TCACK1582532,1
"Imperfect Circle","Jorja Smith","Project 11 - EP",US23A1500316,1
Promise,"Lupe Fiasco","DROGAS Light",US5KD1600005,1
"Auntie Maria's Crib","Action Bronson","The Boombox Diaries, Vol. 1 - EP",USA561259222,1
"New Age Chip Skylark","Ski Mask The Slump God","New Age Chip Skylark",GBSMU3665691,1
Photosynthesis,Saba,"Bucket List Project",USUYG1115900,1
"We Get High","John Jackson","The City",QMFME1380981,1
Droogs,"NxWorries, Anderson .Paak, Knxwledge","Link Up & Suede",US2S71567006,1
"Magic Deck (feat. Para-Dox da Wordsmith)","Illingsworth, Para-Dox da Wordsmith","I Didn't Ask for This",USDY41635115,1
"Black Twitter",mikeyblackkk,"Black Twitter",TCADA1734025,1
"Highed Up","Soudiere, Kloudbug","Pirelli, Vol. 3",QZ8LD1756434,1
"Chakra Cleansing Theta Waves and Nature Sounds","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249535,1
"Theta Waves","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249531,1
"Caught In The Downpour","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment, Binaural Beats Sleep, Binaural Beats","Sleeping With Binaural Beats",GBPW41529524,1
"Delta Waves Brainwave Entrainment Binaural Beats for Deap Sleep and Healing","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249542,1
"Healing Sleep Music","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249539,1
"Relaxing Binaural Beats Sine Waves With Soothing Nature Sounds","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249527,1
"Delta Waves","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249538,1
"Lay Low","Derek Wise","Lay Low",TCACK1580794,1
Unstoppable,"Azizi Gibson","preHISTORIC Till Death",TCACT1634231,1
"'Round Here",I.O.D,"'Round Here",US7VG1681510,1
"Indica La Roux",Duckwrth,Nowhere,USUYG1070608,1
"Rocket Ship","Max Wonders","Hues to Blame",USHM21693403,1
"Here We Go","Myke Bogan","Pretty Hesh - Deluxe Edition",USUYG1036613,1
"Thethethe Brownsvillain",IODONTPLAY,"Thethethe Brownsvillain",QZ5AB1636478,1
"K-Swiss (feat. Chance The Rapper, Vic Mensa)","Alex Wiley","Club Wiley",USA2P1356573,1
Claustrophobic,"Azizi Gibson","The Last",TCACT1692882,1
"Domino Effect","Jimi Tents","I Can't Go Home",USUYG1139580,1
Freak,"Azizi Gibson","Memoirs of the Reaper",USYBL1700508,1
"Protein Shake","Azizi Gibson","Memoirs of the Reaper",USYBL1700577,1
Baka,"Azizi Gibson","Memoirs of the Reaper",USYBL1700579,1
"TV Off","Max Wonders","TV Off",USHM21504994,1
Lowridr,DUCKWRTH,"I'm Uugly",USUYG1110676,1
"Residual Effects","Alex Wiley, Hippie Sabotage","Village Party 2: Heaven's Gate",USUYG1082506,1
"I'm Boosed","Kembe X","Soundtrack II Armageddon",TCABO1334972,1
Intuition,WebsterX,Daymares,USQY51720339,1
Sleep,"Mark Battles",Numb,USLD90812268,1
"Delta Waves for Deep Healing Sleep","Binaural Beats Brain Waves Isochronic Tones Brain Wave Entrainment","Binaural Beats Brainwave Entrainment: Sine Wave Binaural Beat Music With Alpha Waves, Delta, Beta, Gamma, Theta Waves",TCABH1249541,1
"Pink Cocaine","Myke Bogan","Casino Carpet",USUYG1115563,1
Czartacus,CZARFACE,"Every Hero Needs a Villain",QM6MZ1508065,1
"Neighbourhood Dreams","Woodie Smalls","Soft Parade",BEDS41500003,1
"Red & Gold",Blu,"Good to Be Home",USHKR0916213,1
Phantom,"Chester Watson","Past Cloaks",TCACL1651040,1
"6 Beers","Myke Bogan","6 Beers",USHM81540369,1
"Momma Told Me",EarthGang,"Strays with Rabies",USUYG1082892,1
"Cold Hearted","Blu, Exile","Below the Heavens",USYBL0700294,1
Dynasty,"Vic Mensa","There's Alot Going On",QMJMT1600910,1
Tuesday,EARTHGANG,Torba,USUYG1065854,1
Milestone,"BJ The Chicago Kid, Jadakiss, Sheek Louch, Smoke Dza, Pete Rock",Milestone,QM4TW1678899,1
Atlantis,"Blu, Nottz","Gods in the Spirit, Titans in the Flesh",QMFMF1524283,1
Landslide,"Jimi Tents","5 O'Clock Shadow",USUYG1080133,1
Misguided,"Azizi Gibson","The Last - EP",TCACT1692898,1
"Keep It G Pt II","Joey Fatts, A$AP Rocky","Chipper Jones Vol. 3",USLD90816402,1
"Ol' Dirty",Ishdarr,"Four the Better - EP",USUYG1135962,1
"Evangelion X",Anonymuz,"Evangelion X",QM42K1600720,1
Skin,WebsterX,Daymares,USQY51720347,1
"Mischeif (feat. DJ Paul)","Azizi Gibson","A New Life",TCACT1630780,1
"We Are One","CJ Fly, Andrea Martin","We Are One",,1
BMW,Sahtyre,"Cassidy Howell",USUYG1133595,1
"Bernal Heights",Duckwrth,"Bernal Heights",QMGR31694985,1
"Ideas (Adderall)","Alex Wiley","Village Party",USA2P1423603,1
"Smoking with the Gods","Azizi Gibson","Backward Books (Reloaded)",TCACT1632872,1
Road,Trapo,Road,TCACX1742529,1
"Humble I Pray","Marcellus Juvann","The Great Escape",SEYOK1644305,1
"Bad Four You",IshDARR,"Broken Hearts & Bankrolls",USUYG1114288,1
Alchemy,"Mick Jenkins",Wave[S],QMKSC1500002,1
"Cold World",MellowHigh,MellowHigh,USQX91302308,1
"The Fusion","Allan Kingdom",LINES,USUYG1131652,1
"Cocoa Butter","Action Bronson","Blue Chips 1 & 2",US7SR1100119,1
"Gods Reign (feat. Sza)",Ab-Soul,"These Days...",TCABZ1476465,1
"Spaceship II","Alex Wiley, Chance the Rapper, GLC","Club Wiley",USA2P1356568,1
"Die Like A Rockstar","Danny Brown","XXX (Deluxe Edition)",QMSDU1100004,1
"5 Minutes (feat. Joey Bada$$)","Kirk Knight","Late Knight Special",QMKSC1500031,1
"Too Bad",IshDARR,"Too Bad - Single",USUYG1078553,1
Remix,MellowHigh,MellowHigh,USQX91302310,1
"East Coast","A$AP Ferg","East Coast",USRC11700649,1
"Track Two",Ab-Soul,"Control System",TCABG1203553,1
"Choppa (feat. A$AP Rocky & Danny Brown)","Joey Fatts","Chipper Jones Vol. 2",USLD91703035,1
"All Night","Nyck Caution","Nyck @ Knight",QMKSC1700091,1
"I Know","Kirk Knight, Mick Jenkins","Late Knight Special",QMKSC1500036,1
